year,paper,authors,ratings,decisions,institution,csranking,categories,authors_citations,authors_publications,authors_hindex,arxiv
2018,NOVEL AND EFFECTIVE PARALLEL MIX-GENERATOR GENERATIVE ADVERSARIAL NETWORKS,Xia Xiao;Sanguthevar Rajasekaran,4.666666666666667,Reject,University of Connecticut;University of Connecticut,153;153,5;4,61;3364,12;447,4;27,False
2018,Topology Adaptive Graph Convolutional  Networks,Jian Du;Shanghang Zhang;Guanhang Wu;José M. F. Moura;Soummya Kar,5.0,Reject,Carnegie Mellon University;Carnegie Mellon University;Carnegie Mellon University;Carnegie Mellon University;Carnegie Mellon University,1;1;1;1;1,10,811;339;340;12947;6869,102;30;11;533;289,13;9;7;56;37,True
2018,From Information Bottleneck To Activation Norm Penalty,Allen Nie;Mihir Mongia;James Zou,5.0,Reject,Stanford University;Arnhold Institute;Stanford University,4;-1;4,3;1,136;4;1574,15;7;93,4;1;21,False
2018,TESLA: Task-wise Early Stopping and Loss Aggregation for Dynamic Neural Network Inference,Chun-Min Chang;Chia-Ching Lin;Hung-Yi Ou Yang;Chin-Laung Lei;Kuan-Ta Chen,4.333333333333333,Reject,Academia Sinica;National Taiwan University;;National Taiwan University;Academia Sinica,-1;85;-1;85;-1,0,59;1478;10;3219;3864,16;131;7;183;201,5;19;2;26;34,False
2018,Stochastic Hyperparameter Optimization through Hypernetworks,Jonathan Lorraine;David Duvenaud,6.0,Reject,"Department of Computer Science, University of Toronto;Department of Computer Science, University of Toronto",17;17,0,54;5869,6;74,4;28,False
2018,Deep Temporal Clustering: Fully unsupervised learning of time-domain features,Naveen Sai Madiraju;Seid M. Sadat;Dimitry Fisher;Homa Karimabadi,4.0,Reject,Arizona State University;;;,90;-1;-1;-1,0,12;326;68;760,4;19;9;98,1;11;4;15,False
2018,Hierarchical Adversarially Learned Inference,Mohamed Ishmael Belghazi;Sai Rajeswar;Olivier Mastropietro;Negar Rostamzadeh;Jovana Mitrovic;Aaron Courville,5.666666666666667,Reject,University of Montreal;University of Montreal;University of Montreal;Element AI;University of Oxford;University of Montreal,124;124;124;-1;51;124,5;4,152;634;2268;375;74;59549,3;16;4;31;8;203,3;7;3;10;4;64,False
2018,TRL: Discriminative Hints for Scalable Reverse Curriculum Learning,Chen Wang;Xiangyu Chen;Zelin Ye;Jialu Wang;Ziruo Cai;Shixiang Gu;Cewu Lu,4.333333333333333,Reject,Shanghai Jiao Tong University;Shanghai Jiao Tong University;Shanghai Jiao Tong University;Shanghai Jiao Tong University;Shanghai Jiao Tong University;University of Cambridge;Shanghai Jiao Tong University,57;57;57;57;57;71;57,0,21327;44;1;43;1;3782;3845,1986;20;5;8;2;39;102,58;3;1;3;1;21;26,False
2018,Continuous-fidelity Bayesian Optimization with Knowledge Gradient,Jian Wu;Peter I. Frazier,5.0,Reject,Cornell University;Cornell University,7;7,11,4867;2721,502;155,35;26,False
2018,GradNorm: Gradient Normalization for Adaptive Loss Balancing in Deep Multitask Networks,Zhao Chen;Vijay Badrinarayanan;Chen-Yu Lee;Andrew Rabinovich,4.666666666666667,Reject,Magic Leap;Magic Leap;Magic Leap;Magic Leap,-1;-1;-1;-1,0,984;5934;1981;20423,171;44;69;41,15;16;13;18,False
2018,Lung Tumor Location and Identification with AlexNet and a Custom CNN,Allison M Rossetto;Wenjin Zhou,2.6666666666666665,Reject,"University of Massachusetts, Lowell;University of Massachusetts, Lowell",-1;-1,0,43;105,15;31,4;6,False
2018,Image Transformer,Ashish Vaswani;Niki Parmar;Jakob Uszkoreit;Noam Shazeer;Lukasz Kaiser,4.666666666666667,Reject,Google;Google;Google;Google;Google,-1;-1;-1;-1;-1,5,11450;9900;11549;12620;22378,52;20;36;44;75,22;12;22;19;24,False
2018,Semi-Supervised Learning via New Deep Network Inversion,Balestriero R.;Roger V.;Glotin H.;Baraniuk R.,5.333333333333333,Reject,Rice University;;CNRS university Toulon;Rice University,85;-1;468;85,0,112;21;1910;29471,38;40;278;659,5;2;24;84,False
2018,Discovery of Predictive Representations With a Network of General Value Functions,Matthew Schlegel;Andrew Patterson;Adam White;Martha White,4.333333333333333,Reject,University of Alberta;University of Arizona;University of Alberta;University of Alberta,99;181;99;99,0,61;48;459;1458,12;6;31;66,3;4;8;17,False
2018,Generation and Consolidation of Recollections for Efficient Deep Lifelong Learning,Matt Riemer;Michele Franceschini;and Tim Klinger,5.0,Reject,International Business Machines;International Business Machines;International Business Machines,-1;-1;-1,5,274;1596;619,27;49;34,9;15;11,False
2018,CyCADA: Cycle-Consistent Adversarial Domain Adaptation,Judy Hoffman;Eric Tzeng;Taesung Park;Jun-Yan Zhu;Phillip Isola;Kate Saenko;Alyosha Efros;Trevor Darrell,6.333333333333333,Reject,University of California Berkeley;University of California Berkeley;University of California Berkeley;University of California Berkeley;University of California Berkeley;Boston University;University of California Berkeley;University of California Berkeley,5;5;5;5;5;69;5;5,5;4;2,9269;7117;6744;15471;12266;16930;36507;88648,60;32;304;51;73;177;192;558,31;14;30;27;27;56;77;111,False
2018,The Manifold Assumption and Defenses Against Adversarial Perturbations,Xi Wu;Uyeong Jang;Lingjiao Chen;Somesh Jha,4.0,Reject,University of Southern California;University of Southern California;University of Southern California;University of Southern California,31;31;31;31,4;8,365;54;285;18505,88;8;33;329,11;4;10;67,False
2018,Graph2Seq: Scalable Learning Dynamics for Graphs,Shaileshh Bojja Venkatakrishnan;Mohammad Alizadeh;Pramod Viswanath,4.0,Reject,"Massachusetts Institute of Technology;Massachusetts Institute of Technology;University of Illinois, Urbana Champaign",2;2;3,10;8,271;5176;16527,27;109;180,11;33;39,False
2018,Seq2SQL: Generating Structured Queries From Natural Language Using Reinforcement Learning ,Victor Zhong;Caiming Xiong;Richard Socher,4.666666666666667,Reject,SalesForce.com;SalesForce.com;SalesForce.com,-1;-1;-1,3,1849;6230;52392,18;156;180,11;31;49,True
2018,Learning to select examples for program synthesis,Yewen Pu;Zachery Miranda;Armando Solar-Lezama;Leslie Pack Kaelbling,4.666666666666667,Reject,Massachusetts Institute of Technology;Massachusetts Institute of Technology;Massachusetts Institute of Technology;Massachusetts Institute of Technology,2;2;2;2,0,217;23;3896;19915,20;5;130;364,8;2;29;53,False
2018,Toward predictive machine learning for active vision,Emmanuel Daucé,3.6666666666666665,Reject,Centrale Marseille,-1,2,182,48,6,True
2018,Correcting Nuisance Variation using Wasserstein Distance,Gil Tabak;Minjie Fan;Samuel J. Yang;Stephan Hoyer;Geoff Davis,5.333333333333333,Reject,Stanford University;Google;Google;Google;Google,4;-1;-1;-1;-1,0,18;48;66;602;172,9;19;5;53;31,3;5;3;12;7,True
2018,Discrete Autoencoders for Sequence Models,Lukasz Kaiser;Samy Bengio,5.0,Reject,Google;Google,-1;-1,3,22378;26187,75;332,24;67,False
2018,“Style” Transfer for Musical Audio Using Multiple Time-Frequency Representations,Shaun Barry;Youngmoo Kim,5.666666666666667,Reject,Drexel University;Drexel University,291;291,0,8;1935,2;110,1;20,False
2018,Model-based imitation learning from state trajectories,Subhajit Chaudhury;Daiki Kimura;Tadanobu Inoue;Ryuki Tachibana,4.666666666666667,Reject,International Business Machines;International Business Machines;International Business Machines;International Business Machines,-1;-1;-1;-1,0,71;59;501;403,23;33;44;64,5;5;11;10,False
2018,Neural Task Graph Execution,Sungryull Sohn;Junhyuk Oh;Honglak Lee,5.333333333333333,Reject,University of Michigan;University of Michigan;University of Michigan,8;8;8,10,5;1351;23861,6;24;166,1;13;60,False
2018,Efficient Exploration through Bayesian   Deep Q-Networks,Kamyar Azizzadenesheli;Emma Brunskill;Animashree Anandkumar,5.333333333333333,Reject,"University of California, Irvine;Stanford University;University of California-Irvine",36;4;36,11,675;3097;5337,38;150;187,10;28;38,False
2018,UNSUPERVISED SENTENCE EMBEDDING USING DOCUMENT STRUCTURE-BASED CONTEXT,Taesung Lee;Youngja Park,5.666666666666667,Reject,International Business Machines;International Business Machines,-1;-1,0,476;573,33;48,10;11,False
2018,Directing Generative Networks with Weighted Maximum Mean Discrepancy,Maurice Diesendruck;Guy W. Cole;Sinead Williamson,4.0,Reject,"University of Texas, Austin;University of Texas, Austin;University of Texas, Austin",21;21;21,5;7,11;5;538,4;5;43,2;2;10,False
2018,Learning Parametric Closed-Loop Policies for Markov Potential Games,Sergio Valcarcel Macua;Javier Zazo;Santiago Zazo,6.333333333333333,Accept,Prowler.io;Universidad Politécnica de Madrid;Universidad Politécnica de Madrid,-1;-1;-1,0,191;75;1117,30;31;172,7;5;17,False
2018,Soft Value Iteration Networks for Planetary Rover Path Planning,Max Pflueger;Ali Agha;Gaurav S. Sukhatme,3.3333333333333335,Reject,University of Southern California;NASA;University of Southern California,31;-1;31,0,14;6;19214,7;7;615,2;1;69,False
2018,A Classification-Based Perspective on GAN Distributions,Shibani Santurkar;Ludwig Schmidt;Aleksander Madry,4.666666666666667,Reject,Massachusetts Institute of Technology;Massachusetts Institute of Technology;Massachusetts Institute of Technology,2;2;2,5;4,1486;3694;5359,26;198;84,14;21;29,False
2018,Achieving Strong Regularization for Deep Neural Networks,Dae Hoon Park;Chiu Man Ho;Yi Chang,5.0,Reject,Huawei Technologies Ltd.;;Huawei Technologies Ltd.,-1;-1;-1,8,326;302;31,36;59;13,10;10;3,False
2018,A Spectral Approach to Generalization and Optimization in Neural Networks,Farzan Farnia;Jesse Zhang;David Tse,5.333333333333333,Reject,Stanford University;Stanford University;Stanford University,4;4;4,1;8,181;138;46007,19;11;337,6;5;70,False
2018,Small Coresets to Represent Large Training Data for Support Vector Machines,Cenk Baykal;Murad Tukan;Dan Feldman;Daniela Rus,5.666666666666667,Reject,Massachusetts Institute of Technology;University of Haifa;University of Haifa;Massachusetts Institute of Technology,2;153;153;2,0,129;2;1785;19781,22;6;112;503,6;1;20;77,False
2018,Contextual Explanation Networks,Maruan Al-Shedivat;Avinava Dubey;Eric P. Xing,6.0,Reject,Carnegie Mellon University;Carnegie Mellon University;Carnegie Mellon University,1;1;1,1;10,731;534;24050,34;37;603,13;13;75,True
2018,LSH Softmax: Sub-Linear Learning and Inference of the Softmax Layer in Deep Architectures,Daniel Levy;Danlu Chan;Stefano Ermon,5.0,Reject,Stanford University;Fudan University;Stanford University,4;78;4,3,62912;0;4821,489;1;203,123;0;31,False
2018,Recurrent Relational Networks for complex relational reasoning,Rasmus Berg Palm;Ulrich Paquet;Ole Winther,4.333333333333333,Reject,Technical University of Denmark;Google;Technical University of Denmark,210;-1;210,0,482;1044;6051,31;51;201,8;18;34,False
2018,Influence-Directed Explanations for Deep Convolutional Networks,Anupam Datta;Matt Fredrikson;Klas Leino;Linyi Li;Shayak Sen,4.333333333333333,Reject,Carnegie Mellon University;Carnegie Mellon University;Carnegie Mellon University;Tsinghua University;Carnegie Mellon University,1;1;1;10;1,0,4173;3479;33;77;468,165;70;5;12;21,31;22;3;3;8,False
2018,Recurrent Neural Networks with Top-k Gains for Session-based Recommendations,Balázs Hidasi;Alexandros Karatzoglou,6.0,Reject,Gravity R&D;Telefonica Research,-1;-1,0,2903;4928,28;91,10;28,True
2018, Explicit Induction Bias for Transfer Learning with Convolutional Networks,Xuhong LI;Yves GRANDVALET;Franck DAVOINE,6.333333333333333,Reject,Université de technologie de Compiègne;Université de technologie de Compiègne;Université de technologie de Compiègne,-1;-1;-1,6,207;3585;1230,36;114;112,6;24;18,False
2018,Simple Nearest Neighbor Policy Method for Continuous Control Tasks,Elman Mansimov;Kyunghyun Cho,3.6666666666666665,Reject,New York University;New York University,26;26,0,1859;45405,11;273,7;52,False
2018,Optimizing the Latent Space of Generative Networks,Piotr Bojanowski;Armand Joulin;David Lopez-Paz;Arthur Szlam,5.333333333333333,Reject,Facebook;Facebook;Facebook;Facebook,-1;-1;-1;-1,5;4,7595;10425;2393;8722,41;74;45;86,20;32;19;32,True
2018,Data-efficient Deep Reinforcement Learning for Dexterous Manipulation,Ivo Popov;Nicolas Heess;Timothy P. Lillicrap;Roland Hafner;Gabriel Barth-Maron;Matej Vecerik;Thomas Lampe;Tom Erez;Yuval Tassa;Martin Riedmiller,3.0,Reject,;Google;Google;Google;Google;Google;Google;Google;Google;Google,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,0,160;11371;24363;710;587;901;1080;6431;7095;25262,58;104;74;24;14;6;85;48;45;190,5;37;39;10;8;6;15;19;24;40,True
2018,Routing Networks: Adaptive Selection of Non-Linear Functions for Multi-Task Learning,Clemens Rosenbaum;Tim Klinger;Matthew Riemer,7.0,Accept,"University of Massachusetts, Amherst;International Business Machines;International Business Machines",30;-1;-1,0,478;619;274,70;34;27,10;11;9,True
2018,GraphVAE: Towards Generation of Small Graphs Using Variational Autoencoders,Martin Simonovsky;Nikos Komodakis,6.333333333333333,Reject,ENPC;ENPC,468;468,5;10,835;9146,13;121,5;38,False
2018,UPS: optimizing Undirected Positive Sparse graph for neural graph filtering,Mikhail Yurochkin;Dung Thai;Hung Hai Bui;XuanLong Nguyen,4.333333333333333,Reject,"University of Michigan;University of Massachusetts, Amherst;Google;University of Michigan",8;30;-1;8,10,136;64;2871;1909,27;17;104;79,6;5;24;19,False
2018,Learning Document Embeddings With CNNs,Shunan Zhao;Chundi Lui;Maksims Volkovs,4.0,Reject,Layer 6 AI;Layer 6 AI;,-1;-1;-1,3,192;19;533,27;13;32,8;2;11,False
2018,Reward Estimation via State Prediction,Daiki Kimura;Subhajit Chaudhury;Ryuki Tachibana;Sakyasingha Dasgupta,4.0,Reject,"International Business Machines;International Business Machines;International Business Machines;LeapMind, Inc.",-1;-1;-1;-1,5,59;71;403;279,33;23;64;44,5;5;10;11,False
2018,Sparse Attentive Backtracking: Long-Range Credit Assignment in Recurrent Networks,Nan Rosemary Ke;Anirudh Goyal;Olexa Bilaniuk;Jonathan Binas;Laurent Charlin;Chris Pal;Yoshua Bengio,6.0,Reject,Polytechnique Montreal;University of Montreal;University of Montreal;University of Montreal;University of Montreal;Ecole Polytechnique de Montreal;University of Montreal,364;124;124;124;124;365;124,0,744;1110;272;658;2427;8128;201719,32;46;14;29;41;120;807,13;12;7;10;20;33;147,False
2018,GraphGAN: Generating Graphs via Random Walks,Aleksandar Bojchevski;Oleksandr Shchur;Daniel Zügner;Stephan Günnemann,5.666666666666667,Reject,Technical University Munich;Technical University Munich;Technical University Munich;Technical University Munich,55;55;55;55,10;5;8,576;247;275;2437,21;12;13;138,12;4;6;28,False
2018,LEAP: Learning Embeddings for Adaptive Pace,Vithursan Thangarasa;Graham W. Taylor,4.333333333333333,Reject,University of Guelph;University of Guelph,291;291,0,5;5768,6;143,1;31,False
2018,Prototype Matching Networks for Large-Scale Multi-label  Genomic Sequence Classification,Jack Lanchantin;Arshdeep Sekhon;Ritambhara Singh;Yanjun Qi,5.0,Reject,University of Virginia;University of Virginia;University of Virginia;University of Virginia,62;62;62;62,6,904;44;461;3076,24;12;37;114,8;3;8;25,True
2018,Forced Apart: Discovering Disentangled Representations Without Exhaustive Labels,Alexey Romanov;Anna Rumshisky,4.666666666666667,Reject,"University of Massachusetts, Lowell;University of Massachusetts, Lowell",-1;-1,0,302;1500,27;91,10;19,True
2018,Beyond Shared Hierarchies: Deep Multitask Learning through Soft Layer Ordering,Elliot Meyerson;Risto Miikkulainen,6.666666666666667,Accept,"University of Texas, Austin;University of Texas, Austin",21;21,0,580;12600,23;441,10;49,True
2018,Attention-based Graph Neural Network for Semi-supervised Learning,Kiran K. Thekumparampil;Sewoong Oh;Chong Wang;Li-Jia Li,6.333333333333333,Reject,"University of Illinois, Urbana Champaign;University of Illinois at Urbana-Champaign;Google;Stanford University",3;3;-1;4,10,160;4388;18144;23871,12;86;1045;71,7;28;55;32,False
2018,Attacking Binarized Neural Networks,Angus Galloway;Graham W. Taylor;Medhat Moussa,6.666666666666667,Accept,University of Guelph;University of Guelph;University of Guelph,291;291;291,4,84;5768;398,12;143;43,5;31;12,True
2018,A Semantic Loss Function for Deep Learning with Symbolic Knowledge,Jingyi Xu;Zilu Zhang;Tal Friedman;Yitao Liang;Guy Van den Broeck,5.333333333333333,Reject,"University of California, Los Angeles;Peking University;University of California, Los Angeles;University of California, Los Angeles;University of California, Los Angeles",20;24;20;20;20,0,158;230;152;251;1913,28;20;10;16;131,5;4;4;4;26,False
2018,Representing Entropy : A short proof of the equivalence between soft Q-learning and policy gradients,Pierre H. Richemond;Brendan Maginnis,4.0,Reject,Imperial College London;Imperial College London,74;74,1,13;32,11;7,2;3,False
2018,Generative Discovery of Relational Medical Entity Pairs,Chenwei Zhang;Yaliang Li;Nan Du;Wei Fan;Philip S. Yu,3.3333333333333335,Reject,"University of Illinois, Chicago;Baidu;Baidu;Tencent AI Lab;University of Illinois, Chicago",57;-1;-1;-1;57,5,570;1590;30;14;60254,80;114;11;14;1579,12;18;2;2;111,False
2018,Understanding GANs: the LQG Setting,Soheil Feizi;Changho Suh;Fei Xia;David Tse,4.333333333333333,Reject,Stanford University;Korea Advanced Institute of Science and Technology;Stanford University;Stanford University,4;21;4;4,5;4,501;2677;3553;46007,38;103;329;337,13;23;27;70,True
2018,Synthesizing Robust Adversarial Examples,Anish Athalye;Logan Engstrom;Andrew Ilyas;Kevin Kwok,6.333333333333333,Reject,Massachusetts Institute of Technology;Massachusetts Institute of Technology;Massachusetts Institute of Technology;Massachusetts Institute of Technology,2;2;2;2,4,2172;1998;1884;542,19;27;28;9,10;15;15;4,True
2018,Lifelong Word Embedding via Meta-Learning,Hu Xu;Bing Liu;Lei Shu;Philip S. Yu,4.0,Reject,"University of Illinois, Chicago;University of Illinois, Chicago;University of Illinois, Chicago;University of Illinois, Chicago",57;57;57;57,3;6,398;108;374;63985,80;35;28;1582,8;5;9;115,False
2018,A comparison of second-order methods for deep convolutional neural networks,Patrick H. Chen;Cho-jui Hsieh,4.666666666666667,Reject,"University of California, Davis;University of California, Davis",78;78,0,32;12522,6;168,3;41,False
2018,Automatic Parameter Tying in Neural Networks,Yibo Yang;Nicholas Ruozzi;Vibhav Gogate,6.0,Reject,"University of Texas, Dallas;University of Texas, Dallas;University of Texas, Dallas",85;85;85,0,101;216;1294,18;35;81,6;8;21,False
2018,Learning to Treat Sepsis with Multi-Output Gaussian Process Deep Recurrent Q-Networks,Joseph Futoma;Anthony Lin;Mark Sendak;Armando Bedoya;Meredith Clement;Cara O'Brien;Katherine Heller,4.333333333333333,Reject,Duke University;Duke University;Duke University;Duke University;Duke University;Duke University;Duke University,46;46;46;46;46;46;46,0,264;766;158;56;275;603;2033,20;72;27;10;34;27;91,6;13;7;2;8;12;26,False
2018,Latent forward model for Real-time Strategy game planning with incomplete information,Yuandong Tian;Qucheng Gong,4.333333333333333,Reject,Facebook;Facebook,-1;-1,0,2435;126,84;8,25;4,False
2018,WHAI: Weibull Hybrid Autoencoding Inference for Deep Topic Modeling,Hao Zhang;Bo Chen;Dandan Guo;Mingyuan Zhou,5.666666666666667,Accept,"Xidian University;Tsinghua University;Xidian University;University of Texas, Austin",468;10;468;21,5;1,936;7126;71;1969,171;682;12;115,16;39;5;24,False
2018,Faster Distributed Synchronous SGD with Weak Synchronization,Cong Xie;Oluwasanmi O. Koyejo;Indranil Gupta,3.6666666666666665,Reject,"University of Illinois, Urbana Champaign;University of Illinois, Urbana Champaign;University of Illinois, Urbana Champaign",3;3;3,0,230;1195;4302,18;96;210,9;17;34,False
2018,Deep Learning for Physical Processes: Incorporating Prior Scientific Knowledge,Emmanuel de Bezenac;Arthur Pajot;Patrick Gallinari,6.666666666666667,Accept,LIP6;LIP6;LIP6,-1;-1;-1,0,84;78;4777,9;9;450,3;3;33,False
2018,DeepArchitect: Automatically Designing and Training Deep Architectures,Renato Negrinho;Geoff Gordon,4.333333333333333,Reject,Carnegie Mellon University;Carnegie Mellon University,1;1,10,136;10541,7;186,4;48,True
2018,Improving generalization by regularizing in $L^2$ function space,Ari S Benjamin;Konrad Kording,5.0,Reject,University of Pennsylvania,19,8,76;9814,13;286,5;31,False
2018,Gaussian Process Neurons,Sebastian Urban;Patrick van der Smagt,5.333333333333333,Reject,Technical University Munich;TU Munich,55;55,11,1764;3888,25;121,8;26,False
2018,Neural Tree Transducers for Tree to Tree Learning,João Sedoc;Dean Foster;Lyle Ungar,4.0,Reject,University of Pennsylvania;University of Pennsylvania;University of Pennsylvania,19;19;19,0,127;6183;13388,29;197;404,7;41;58,False
2018,Network of Graph Convolutional Networks Trained on Random Walks,Sami Abu-El-Haija;Amol Kapoor;Bryan Perozzi;Joonseok Lee,5.333333333333333,Reject,Google;Columbia University;;Google,-1;15;-1;-1,10;4;8,875;103;4447;1186,18;7;48;38,8;3;19;12,False
2018,Deep Boosting of Diverse Experts,Wei Zhang;Qiuyu Chen;Jun Yu;Jianping Fan,4.333333333333333,Reject,"Fudan University;University of North Carolina, Charlotte;Shandong University;University of North Carolina, Charlotte",78;74;4;74,0,2852;398;162;1188,497;54;33;92,25;8;5;17,False
2018,Bounding and Counting Linear Regions of Deep Neural Networks,Thiago Serra;Christian Tjandraatmadja;Srikumar Ramalingam,5.333333333333333,Reject,Carnegie Mellon University;Carnegie Mellon University;University of Utah,1;1;52,0,110;123;2762,21;17;106,6;5;26,False
2018,Tandem Blocks in Deep Convolutional Neural Networks,Chris Hettinger;Tanner Christensen;Jeff Humpherys;Tyler J Jarvis,5.333333333333333,Reject,Brigham Young University;Brigham Young University;Brigham Young University;Brigham Young University,-1;-1;-1;-1,0,40;29;598;110,3;4;46;8,2;3;14;6,False
2018,On the difference between building and extracting patterns: a causal analysis of deep generative models.,Michel Besserve;Dominik Janzing;Bernhard Schoelkopf,5.333333333333333,Reject,"Max Planck Institute for Intelligent Systems, Max-Planck Institute;Max Planck Institute for Intelligent Systems, Max-Planck Institute;Max Planck Institute for Intelligent Systems, Max-Planck Institute",-1;-1;-1,5;4,123;4114;78778,14;176;860,4;29;120,False
2018,Generalization of Learning using Reservoir Computing,Sanjukta Krishnagopal;Yiannis Aloimonos;Michelle Girvan,4.0,Reject,"University of Maryland, College Park;University of Maryland, College Park;University of Maryland, College Park",12;12;12,8,37;6259;456,9;326;14,3;42;5,False
2018,Adversarial Examples for Natural Language Classification Problems,Volodymyr Kuleshov;Shantanu Thakoor;Tingfung Lau;Stefano Ermon,4.666666666666667,Reject,Stanford University;Stanford University;126;Stanford University,4;4;-1;4,3;4,1038;56;36;4821,40;5;4;203,13;2;2;31,False
2018,"Model Specialization for Inference Via End-to-End Distillation, Pruning, and Cascades",Daniel Kang;Karey Shi;Thao Ngyuen;Stephanie Mallard;Peter Bailis;Matei Zaharia,4.333333333333333,Reject,Stanford University;Stanford University;Stanford University;Stanford University;Stanford University,4;4;4;4;4,0,114;0;0;213;2185;33408,21;1;1;9;120;166,5;0;0;5;24;40,False
2018,Learning Sparse Structured Ensembles with SG-MCMC and Network Pruning,Yichi Zhang;Zhijian Ou,5.333333333333333,Reject,Tsinghua University;Tsinghua University,10;10,3,13;227,6;63,2;9,False
2018,A dynamic game approach to training robust deep policies,Olalekan Ogunmolu,4.333333333333333,Reject,"University of Texas, Dallas",85,4,60,17,4,False
2018,MACHINE VS MACHINE: MINIMAX-OPTIMAL DEFENSE AGAINST ADVERSARIAL EXAMPLES,Jihun Hamm,5.333333333333333,Reject,Ohio State University,-1,4,511,32,11,False
2018,EXPLORING NEURAL ARCHITECTURE SEARCH FOR LANGUAGE TASKS,Minh-Thang Luong;David Dohan;Adams Wei Yu;Quoc V. Le;Barret Zoph;Vijay Vasudevan,3.3333333333333335,Reject,Google;Google;;Google;Google;Google,-1;-1;-1;-1;-1;-1,3,3047;1079;794;47654;6947;17951,33;11;28;192;30;55,20;4;12;79;20;18,False
2018,Multimodal Sentiment Analysis To Explore the Structure of Emotions,Anthony Hu;Seth Flaxman,5.0,Reject,University of Oxford;Imperial College London,51;74,3,42;8974,10;99,2;32,False
2018,LEARNING TO SHARE: SIMULTANEOUS PARAMETER TYING AND SPARSIFICATION IN DEEP LEARNING,Dejiao Zhang;Haozhu Wang;Mario Figueiredo;Laura Balzano,7.0,Accept,"University of Michigan;University of Michigan;Instituto de Telecomunicações, Portugal;University of Michigan",8;8;468;8,8,141;18;18034;2650,15;6;299;88,7;1;52;23,False
2018,Self-Supervised Learning of Object Motion Through Adversarial Video Prediction,Alex X. Lee;Frederik Ebert;Richard Zhang;Chelsea Finn;Pieter Abbeel;Sergey Levine,4.0,Reject,University of California Berkeley;University of California Berkeley;University of California Berkeley;University of California Berkeley;University of California Berkeley,5;5;5;5;5,0,1330;449;2799;7706;36532;25807,18;16;27;98;433;310,15;8;12;33;94;75,False
2018,ElimiNet: A Model for Eliminating Options for Reading Comprehension with Multiple Choice Questions,Soham Parikh;Ananya Sai;Preksha Nema;Mitesh M Khapra,4.666666666666667,Reject,Indian Institute of Technology Madras;Indian Institute of Technology Madras;Indian Institute of Technology Madras;Indian Institute of Technology Madras,153;153;153;153,0,18;17;118;1329,5;2;9;91,1;1;5;18,False
2018,Forward Modeling for Partial Observation Strategy Games - A StarCraft Defogger,Gabriel Synnaeve;Zeming Lin;Jonas Gehring;Vasil Khalidov;Nicolas Carion;Nicolas Usunier,4.666666666666667,Reject,Facebook;Facebook;Facebook;Facebook;Facebook;Facebook,-1;-1;-1;-1;-1;-1,0,1487;5986;1990;234;33;6096,62;19;17;24;6;109,19;9;9;10;4;30,False
2018,Real-valued (Medical) Time Series Generation with Recurrent Conditional GANs,Stephanie Hyland;Cristóbal Esteban;Gunnar Rätsch,5.0,Reject,Swiss Federal Institute of Technology;Swiss Federal Institute of Technology;Swiss Federal Institute of Technology,9;9;9,5;4,306;1776;9285,18;90;243,5;22;51,True
2018,Key Protected Classification for GAN Attack Resilient Collaborative Learning,Mert Bülent Sarıyıldız;Ramazan Gökberk Cinbiş;Erman Ayday,4.0,Reject,;METU;Bilkent University,-1;210;291,5;4,0;1241;1446,1;32;94,0;16;22,False
2018,Bit-Regularized Optimization of Neural Nets,Mohamed Amer;Aswin Raghavan;Graham W. Taylor;Sek Chai,3.6666666666666665,Reject,SRI International;SRI International;University of Guelph;SRI International,-1;-1;291;-1,0,893;72;5768;619,68;20;143;67,15;4;31;12,False
2018,ShakeDrop regularization,Yoshihiro Yamada;Masakazu Iwamura;Koichi Kise,4.333333333333333,Reject,Meiji University;Meiji University;Meiji University,468;468;468,0,166;1859;2022,25;170;306,5;19;22,True
2018,AUTOMATA GUIDED HIERARCHICAL REINFORCEMENT LEARNING FOR ZERO-SHOT SKILL COMPOSITION,Xiao Li;Yao Ma;Calin Belta,4.0,Reject,Boston University;Boston University;Boston University,69;69;69,0,4549;2204;6316,402;215;304,29;25;41,False
2018,Quadrature-based features for kernel approximation,Marina Munkhoeva;Yermek Kapushev;Evgeny Burnaev;Ivan Oseledets,5.666666666666667,Reject,Skolkovo Institute of Science and Technology;Skolkovo Institute of Science and Technology;Skolkovo Institute of Science and Technology;Skolkovo Institute of Science and Technology,-1;-1;-1;-1,0,19;63;734;4295,5;7;86;197,2;4;16;30,False
2018,Parametrizing filters of a CNN with a GAN,Yannic Kilcher;Gary Becigneul;Thomas Hofmann,3.3333333333333335,Reject,Swiss Federal Institute of Technology;Swiss Federal Institute of Technology;Swiss Federal Institute of Technology,9;9;9,5;4,113;234;22675,14;17;173,4;5;52,True
2018,Jiffy: A Convolutional Approach to Learning Time Series Similarity,Divya Shanmugam;Davis Blalock;John Guttag,6.0,Reject,Massachusetts Institute of Technology;Massachusetts Institute of Technology;Massachusetts Institute of Technology,2;2;2,0,7;57;9428,5;8;220,1;4;46,False
2018,Transfer Learning on Manifolds via Learned Transport Operators,Marissa Connor;Christopher Rozell,4.333333333333333,Reject,Georgia Institute of Technology;Georgia Institute of Technology,13;13,5;6,2;1610,8;144,1;20,False
